id,BidPrice,AcceptedBid,ExpectedRevenue,ExpectedConversion,Bid identifier
62566367,,0,86.4,0.447,38.6208
62566392,35,1,169.6,0.34,57.664
62566404,,0,165.44,0.18,29.7792
62566438,,0,168.64,0.233,39.29312
62566448,,0,-130.24,0.227,-29.56448
62566460,35,1,264.32,0.316,83.52512
62566526,35,0,450.55,0.306,137.8683
62566600,,0,-80.08,0.197,-15.77576
62566622,3,1,156.64,0.303,47.46192
62566625,75,1,684.89,0.295,202.04255
62566656,,0,-39.68,0.361,-14.32448
62566676,,0,52.08,0.356,18.54048
62566726,,0,-108.16,0.279,-30.17664
62566732,35,1,290.48,0.373,108.34904
62566783,,0,-38.64,0.325,-12.558
62566775,35,1,242.08,0.208,50.35264
62566834,,0,29.68,0.379,11.24872
62566833,50,1,363.45,0.41,149.0145
62566841,3,0,155.28,0.279,43.32312
62566857,,0,-38.56,0.303,-11.68368
62566884,,0,34.64,0.332,11.50048
62566890,35,1,366.08,0.255,93.3504
62566923,,0,-32,0.469,-15.008
62566944,,0,16.08,0.19,3.0552
62566952,,0,-82.56,0.304,-25.09824
62566973,,0,6.48,0.338,2.19024
62566993,,0,-82.08,0.306,-25.11648
62567001,,0,-84.4,0.561,-47.3484
62567075,50,1,351.16,0.419,147.13604
62567091,,0,-43.44,0.346,-15.03024
62567106,,0,84.56,0.358,30.27248
62567118,,0,-114.8,0.194,-22.2712
62567132,,0,67.92,0.396,26.89632
62567135,3,0,116.4,0.375,43.65
62567146,75,1,656.1,0.445,291.9645
62567179,,0,-52.32,0.365,-19.0968
62567359,75,1,399.07,0.627,250.21689
62567363,75,1,469.06,0.419,196.53614
62567537,,0,-5.04,0.458,-2.30832
62567548,35,0,214,0.221,47.294
62567616,,0,65.36,0.243,15.88248
62567658,35,1,305.18,0.34,103.7612
62567736,,0,-60,0.511,-30.66
62567758,35,0,199.12,0.547,108.91864
62567832,,0,-43.36,0.275,-11.924
62567883,75,1,621.7,0.334,207.6478
62567903,,0,96.4,0.547,52.7308
62567908,35,1,227.44,0.366,83.24304
62567931,,0,-79.36,0.342,-27.14112
62567932,35,1,304.09,0.275,83.62475
62567952,35,1,362.87,0.21,76.2027
62567987,,0,-57.12,0.194,-11.08128
62568030,,0,63.12,0.267,16.85304
62568038,,0,-58.32,0.355,-20.7036
62568063,35,0,258.32,0.273,70.52136
62568087,35,0,316.15,0.288,91.0512
62568108,,0,-77.44,0.595,-46.0768
62568099,3,0,124.08,0.225,27.918
62568123,,0,54.48,0.265,14.4372
62568142,,0,-83.44,0.32,-26.7008
62568224,75,1,390.6,0.458,178.8948
62568272,,0,-64.32,0.3,-19.296
62568311,,0,-58.24,0.214,-12.46336
62568340,,0,-42.4,0.204,-8.6496
62568344,,0,-30.96,0.135,-4.1796
62568338,35,1,359.27,0.262,94.12874
62568362,,0,38.24,0.159,6.08016
62568440,75,1,522.75,0.211,110.30025
62568521,35,1,252.48,0.194,48.98112
62568554,,0,-4.48,0.486,-2.17728
62568558,,0,17.12,0.424,7.25888
62568576,,0,-103.12,0.31,-31.9672
62568561,75,1,758.93,0.187,141.91991
62568614,,0,-4.08,0.273,-1.11384
62568635,,0,-116.16,0.603,-70.04448
62568655,,0,44.64,0.514,22.94496
62568674,35,0,227.92,0.374,85.24208
62568732,,0,-92.24,0.276,-25.45824
62568781,35,0,254.64,0.193,49.14552
62568817,,0,-27.36,0.366,-10.01376
62568837,,0,32.64,0.343,11.19552
62568843,,0,50.64,0.585,29.6244
62568840,35,1,231.84,0.236,54.71424
62568881,,0,80.88,0.199,16.09512
62568877,75,1,527.11,0.37,195.0307
62568879,35,0,163.44,0.4,65.376
62568905,,0,54.16,0.374,20.25584
62568916,,0,-113.68,0.359,-40.81112
62568919,,0,-45.84,0.204,-9.35136
62569024,,0,-70.32,0.215,-15.1188
62569173,,0,-119.6,0.516,-61.7136
62569193,75,1,520.39,0.317,164.96363
62569261,35,1,246.32,0.331,81.53192
62569270,3,0,125.92,0.393,49.48656
62569284,,0,-109.84,0.338,-37.12592
62569351,35,1,222.4,0.411,91.4064
62569446,,0,-3.28,0.244,-0.80032
62569473,35,1,119.76,0.491,58.80216
62569526,,0,-1.84,0.307,-0.56488
62569555,,0,-56.48,0.306,-17.28288
62569656,,0,25.68,0.398,10.22064
62569721,50,1,446.72,0.253,113.02016
62569741,,0,78.8,0.548,43.1824
62569778,,0,-30.48,0.283,-8.62584
62569775,3,0,123.52,0.289,35.69728
62569871,,0,-20.56,0.342,-7.03152
62569861,35,1,244.8,0.443,108.4464
62569906,75,1,462.88,0.329,152.28752
62569952,3,0,156.64,0.296,46.36544
62569962,75,1,404.11,0.539,217.81529
62570000,,0,-73.68,0.433,-31.90344
62570022,,0,56.24,0.225,12.654
62570023,,0,-69.2,0.347,-24.0124
62570071,,0,-87.84,0.202,-17.74368
62570084,,0,-53.44,0.342,-18.27648
62570120,,0,-123.2,0.306,-37.6992
62570151,35,1,406.97,0.272,110.69584
62570184,,0,30.88,0.199,6.14512
62570196,75,1,744.06,0.115,85.5669
62570224,,0,-48.16,0.259,-12.47344
62570308,,0,87.04,0.311,27.06944
62570311,,0,95.92,0.329,31.55768
62570327,,0,-102.4,0.225,-23.04
62570338,,0,-13.84,0.264,-3.65376
62570346,35,1,260.48,0.501,130.50048
62570361,,0,217.68,0.547,119.07096
62570452,,0,214.96,0.165,35.4684
62570534,,0,-63.2,0.286,-18.0752
62570560,,0,-33.28,0.395,-13.1456
62570556,35,0,325.09,0.284,92.32556
62570596,,0,-68,0.413,-28.084
62570635,75,1,482.21,0.269,129.71449
62570648,,0,-96.08,0.367,-35.26136
62570672,,0,-56.8,0.238,-13.5184
62570721,,0,130.16,0.183,23.81928
62570820,,0,-98.72,0.212,-20.92864
62570851,,0,-36.64,0.257,-9.41648
62570855,,0,-112.24,0.457,-51.29368
62570879,,0,-125.68,0.474,-59.57232
62570892,,0,-21.2,0.617,-13.0804
62570942,,0,71.68,0.414,29.67552
62570960,,0,38.24,0.21,8.0304
62570997,,0,21.76,0.269,5.85344
62571014,35,1,157.52,0.424,66.78848
62571038,,0,38.64,0.293,11.32152
62571045,,0,51.2,0.239,12.2368
62571049,,0,92.4,0.178,16.4472
62571155,,0,-78.56,0.323,-25.37488
62571200,35,1,132.72,0.401,53.22072
62571226,35,1,112.4,0.672,75.5328
62571260,,0,-107.44,0.225,-24.174
62571310,,0,-71.44,0.328,-23.43232
62571318,,0,-120.56,0.499,-60.15944
62571320,,0,81.6,0.244,19.9104
62571368,,0,-121.36,0.248,-30.09728
62571540,,0,-121.2,0.254,-30.7848
62571582,,0,-96.32,0.235,-22.6352
62571608,,0,-37.2,0.537,-19.9764
62571629,35,1,439.81,0.333,146.45673
62571663,,0,-116.88,0.412,-48.15456
62571755,50,1,409.61,0.315,129.02715
62571870,,0,-124.16,0.349,-43.33184
62571896,35,1,205.28,0.47,96.4816
62571909,35,1,228.64,0.283,64.70512
62571946,3,0,192.64,0.158,30.43712
62572088,75,1,456.84,0.504,230.24736
62572101,75,1,533.46,0.327,174.44142
62572159,,0,-118.32,0.386,-45.67152
62572203,35,1,173.36,0.281,48.71416
62572225,3,1,139.76,0.312,43.60512
62572223,35,1,125.52,0.424,53.22048
62572242,,0,-42.24,0.369,-15.58656
62572262,,0,-20.96,0.303,-6.35088
62572265,,0,30.8,0.15,4.62
62572284,,0,-46.48,0.334,-15.52432
62572326,,0,-80.48,0.382,-30.74336
62572327,,0,94.16,0.411,38.69976
62572323,35,1,198.24,0.453,89.80272
62572379,3,1,186.24,0.213,39.66912
62572409,,0,180.4,0.296,53.3984
62572452,,0,-53.68,0.328,-17.60704
62572450,,0,14.32,0.586,8.39152
62572460,,0,-73.84,0.35,-25.844
62572463,,0,44.88,0.23,10.3224
62572500,35,0,191.36,0.466,89.17376
62572525,,0,66.64,0.571,38.05144
62572546,35,1,149.04,0.434,64.68336
62572597,3,0,178.4,0.177,31.5768
62572612,,0,-65.52,0.405,-26.5356
62572635,3,0,168.4,0.206,34.6904
62572659,3,0,157.92,0.165,26.0568
62572700,75,1,436.94,0.419,183.07786
62572761,,0,-84.16,0.229,-19.27264
62572751,3,0,169.44,0.127,21.51888
62572789,,0,116.72,0.228,26.61216
62572887,,0,-25.28,0.387,-9.78336
62572910,,0,92.32,0.296,27.32672
62572927,,0,-82,0.207,-16.974
62572930,35,1,338.93,0.234,79.30962
62572970,,0,-88.48,0.252,-22.29696
62572990,35,1,221.6,0.352,78.0032
62573030,,0,74.08,0.267,19.77936
62573050,,0,-99.44,0.553,-54.99032
62573046,35,0,289.69,0.455,131.80895
62573088,,0,6.8,0.34,2.312
62573163,,0,-5.6,0.311,-1.7416
62573256,75,1,482.59,0.268,129.33412
62573271,,0,84.96,0.357,30.33072
62573283,35,0,476.14,0.182,86.65748
62573297,,0,-90.08,0.434,-39.09472
62573309,,0,-126,0.306,-38.556
62573386,,0,24.8,0.372,9.2256
62573380,35,1,253.12,0.334,84.54208
62573476,,0,-128.56,0.458,-58.88048
62573490,,0,-46.32,0.141,-6.53112
62573529,35,1,162.24,0.571,92.63904
62573537,35,0,363.3,0.327,118.7991
62573565,50,1,434.39,0.277,120.32603
62573602,,0,-71.36,0.312,-22.26432
62573592,35,1,430.68,0.182,78.38376
62573649,,0,-99.28,0.383,-38.02424
62573685,,0,-129.52,0.228,-29.53056
62573692,,0,69.52,0.49,34.0648
62573763,,0,-30.64,0.616,-18.87424
62573854,,0,75.92,0.219,16.62648
62573843,35,1,237.52,0.202,47.97904
62573887,,0,39.44,0.315,12.4236
62573891,,0,-82.88,0.351,-29.09088
62573906,35,1,189.6,0.304,57.6384
62574168,,0,-36.88,0.306,-11.28528
62574223,,0,-71.76,0.369,-26.47944
62574301,,0,-118,0.305,-35.99
62574318,,0,-57.2,0.238,-13.6136
62574315,35,1,176.56,0.414,73.09584
62574330,35,0,237.68,0.226,53.71568
62574386,3,0,126.64,0.313,39.63832
62574535,,0,43.04,0.644,27.71776
62574566,,0,-86.32,0.393,-33.92376
62574583,,0,37.36,0.442,16.51312
62574711,,0,101.6,0.223,22.6568
62574720,75,1,688.81,0.684,471.14604
62574735,,0,-31.2,0.602,-18.7824
62574815,,0,-62.56,0.505,-31.5928
62574838,35,1,200.4,0.401,80.3604
62574933,75,1,438.41,0.299,131.08459
62574992,,0,36.96,0.354,13.08384
62574995,35,0,341.77,0.288,98.42976
62575015,,0,-52,0.537,-27.924
62575026,35,1,325.47,0.385,125.30595
62575047,,0,-57.28,0.349,-19.99072
62575051,,0,-51.84,0.494,-25.60896
62575168,,0,-12.96,0.23,-2.9808
62575195,,0,128.08,0.447,57.25176
62575184,35,1,239.52,0.371,88.86192
62575219,3,0,152.72,0.285,43.5252
62575252,,0,66.64,0.288,19.19232
62575284,50,1,470.09,0.215,101.06935
62575302,,0,-97.52,0.239,-23.30728
62575323,35,1,217.76,0.467,101.69392
62575341,35,1,248.88,0.282,70.18416
62575350,75,1,459.57,0.376,172.79832
62575462,,0,55.84,0.372,20.77248
62575499,,0,-87.84,0.263,-23.10192
62575560,,0,95.92,0.291,27.91272
62575615,,0,16.64,0.421,7.00544
62575621,,0,-63.2,0.258,-16.3056
62575626,,0,-71.04,0.379,-26.92416
62575672,75,1,587.7,0.316,185.7132
62575684,50,1,394.92,0.349,137.82708
62575714,,0,-59.36,0.3,-17.808
62575861,35,1,451.6,0.188,84.9008
62575906,,0,31.76,0.332,10.54432
62575964,,0,-116.64,0.256,-29.85984
62575979,,0,-12.56,0.379,-4.76024
62575985,35,0,192.16,0.361,69.36976
62576010,,0,-72.96,0.436,-31.81056
62576030,,0,41.6,0.669,27.8304
62576027,,0,55.76,0.177,9.86952
62576071,,0,-11.2,0.352,-3.9424
62576110,,0,40.88,0.373,15.24824
62576112,,0,-115.12,0.294,-33.84528
62576159,50,1,486.35,0.234,113.8059
62576178,35,1,107.52,0.521,56.01792
62576182,75,1,558.67,0.419,234.08273
62576210,,0,-119.84,0.349,-41.82416
62576226,35,1,452.52,0.176,79.64352
62576258,35,1,311.06,0.426,132.51156
62576305,,0,-82.96,0.376,-31.19296
62576310,,0,-102.8,0.479,-49.2412
62576333,,0,-121.6,0.347,-42.1952
62576339,,0,87.04,0.241,20.97664
62576426,35,1,308.59,0.189,58.32351
62576448,,0,-67.68,0.633,-42.84144
62576464,75,1,520.27,0.395,205.50665
62576494,,0,-105.68,0.299,-31.59832
62576513,,0,-49.36,0.249,-12.29064
62576592,,0,29.2,0.343,10.0156
62576595,,0,-20.88,0.384,-8.01792
62576613,,0,-128.48,0.513,-65.91024
62576622,,0,280.59,0.211,59.20449
62576651,,0,-108.96,0.579,-63.08784
62576667,,0,-100.56,0.499,-50.17944
62576682,35,0,360.08,0.276,99.38208
62576716,,0,-98.08,0.373,-36.58384
62576772,,0,-77.68,0.298,-23.14864
62576854,,0,-28.56,0.32,-9.1392
62576832,3,0,106.56,0.313,33.35328
62576917,,0,-113.92,0.297,-33.83424
62577015,,0,-3.04,0.278,-0.84512
62577046,50,1,321.36,0.585,187.9956
62577113,,0,32.48,0.163,5.29424
62577124,,0,29.6,0.531,15.7176
62577126,,0,-19.76,0.344,-6.79744
62577128,50,1,443.48,0.253,112.20044
62577150,75,0,513.06,0.245,125.6997
62577240,,0,76.24,0.467,35.60408
62577259,,0,50.8,0.401,20.3708
62577262,3,0,140.88,0.208,29.30304
62577265,35,1,290.01,0.227,65.83227
62577286,,0,-39.04,0.429,-16.74816
62577341,3,0,208.4,0.129,26.8836
62577370,,0,-22.72,0.445,-10.1104
62577382,,0,-90.4,0.371,-33.5384
62577388,,0,106.56,0.142,15.13152
62577412,3,0,149.28,0.175,26.124
62577421,35,1,135.52,0.579,78.46608
62577422,35,1,175.36,0.592,103.81312
62577445,,0,89.68,0.298,26.72464
62577481,35,0,389.18,0.215,83.6737
62577525,50,1,369.65,0.396,146.3814
62577529,3,0,119.52,0.415,49.6008
62577544,,0,-72.56,0.712,-51.66272
62577578,35,1,203.2,0.362,73.5584
62577644,,0,61.92,0.289,17.89488
62577647,,0,17.28,0.467,8.06976
62577715,,0,-44.56,0.236,-10.51616
62577792,,0,6,0.389,2.334
62577793,35,1,307.58,0.362,111.34396
62577813,,0,-0.72,0.221,-0.15912
62577825,,0,2.88,0.289,0.83232
62577821,35,1,322.73,0.275,88.75075
62577899,,0,-60.16,0.554,-33.32864
62577945,75,1,699.01,0.197,137.70497
62578045,35,1,148,0.692,102.416
62578072,,0,-67.84,0.256,-17.36704
62578065,75,1,584.67,0.458,267.77886
62578155,,0,-8.72,0.514,-4.48208
62578167,3,1,133.92,0.34,45.5328
62578215,,0,-22.48,0.409,-9.19432
62578216,,0,31.52,0.384,12.10368
62578271,,0,-83.68,0.265,-22.1752
62578286,,0,-94.72,0.322,-30.49984
62578303,,0,-57.68,0.185,-10.6708
62578317,,0,-29.68,0.246,-7.30128
62578334,,0,-100.88,0.371,-37.42648
62578336,3,0,122.24,0.26,31.7824
62578339,75,1,479.12,0.501,240.03912
62578353,,0,33.52,0.379,12.70408
62578418,,0,3.04,0.308,0.93632
62578439,,0,-90.32,0.531,-47.95992
62578550,,0,125.2,0.293,36.6836
62578629,,0,1.04,0.299,0.31096
62578697,,0,67.2,0.456,30.6432
62578726,35,0,345.66,0.348,120.28968
62578794,,0,-118.32,0.658,-77.85456
62578795,,0,113.76,0.455,51.7608
62578873,35,1,310.29,0.403,125.04687
62578907,35,0,187.44,0.279,52.29576
62578922,,0,-20.64,0.425,-8.772
62578939,35,1,169.12,0.482,81.51584
62578972,,0,77.92,0.255,19.8696
62579039,,0,1.04,0.191,0.19864
62579104,,0,-111.2,0.459,-51.0408
62579124,,0,98.88,0.273,26.99424
62579186,,0,-117.84,0.365,-43.0116
62579188,,0,-71.12,0.38,-27.0256
62579207,,0,-78.4,0.218,-17.0912
62579255,,0,-54.48,0.28,-15.2544
62579260,,0,77.36,0.406,31.40816
62579264,35,1,295.98,0.217,64.22766
62579323,,0,-115.68,0.25,-28.92
62579378,75,1,670.13,0.155,103.87015
62579420,,0,-64.32,0.493,-31.70976
62579452,,0,31.36,0.23,7.2128
62579495,,0,-35.6,0.196,-6.9776
62579585,,0,194.4,0.215,41.796
62579606,,0,88.32,0.393,34.70976
62579647,3,1,122.8,0.337,41.3836
62579670,75,1,446.46,0.393,175.45878
62579700,,0,-110.48,0.281,-31.04488
62579752,,0,95.36,0.219,20.88384
62579737,75,1,721.17,0.47,338.9499
62579764,,0,54.88,0.239,13.11632
62579779,,0,-86.72,0.404,-35.03488
62579806,35,1,427.5,0.135,57.7125
62579813,75,1,667.69,0.176,117.51344
62579846,,0,-11.52,0.343,-3.95136
62579860,35,0,304.4,0.487,148.2428
62579907,,0,3.68,0.36,1.3248
62579916,,0,-102.8,0.319,-32.7932
62579960,,0,-108.8,0.372,-40.4736
62579994,,0,54.24,0.375,20.34
62580014,,0,-56.64,0.421,-23.84544
62580027,75,1,820,0.066,54.12
62580065,3,0,92.72,0.574,53.22128
62580121,75,1,391.1,0.497,194.3767
62580193,75,1,632.78,0.385,243.6203
62580264,75,1,730.65,0.531,387.97515
62580268,,0,-65.92,0.318,-20.96256
62580284,,0,5.44,0.615,3.3456
62580289,35,1,241.92,0.354,85.63968
62580296,75,1,501.62,0.349,175.06538
62580343,,0,94.24,0.363,34.20912
62580371,35,1,303.31,0.317,96.14927
62580500,,0,14,0.343,4.802
62580495,75,1,605.41,0.282,170.72562
62580522,,0,-74.88,0.245,-18.3456
62580549,3,1,193.76,0.17,32.9392
62580563,35,1,131.28,0.447,58.68216
62580585,,0,-34.48,0.425,-14.654
62580601,,0,-40,0.331,-13.24
62580567,35,1,250,0.357,89.25
62580655,,0,-81.36,0.294,-23.91984
62580699,,0,-18.72,0.241,-4.51152
62580717,35,1,362.43,0.171,61.97553
62580751,,0,-117.68,0.309,-36.36312
62580749,,0,61.12,0.413,25.24256
62580815,75,1,485.1,0.524,254.1924
62580854,,0,96.64,0.272,26.28608
62580867,,0,-31.76,0.268,-8.51168
62580951,,0,-73.2,0.289,-21.1548
62580979,,0,-78.96,0.452,-35.68992
62580998,,0,17.92,0.118,2.11456
62581019,,0,82.96,0.164,13.60544
62581023,75,1,478.23,0.466,222.85518
62581100,,0,64.08,0.524,33.57792
62581156,,0,-58,0.276,-16.008
62581164,,0,-53.04,0.305,-16.1772
62581170,,0,58.4,0.191,11.1544
62581183,,0,-72.64,0.283,-20.55712
62581242,,0,110.64,0.219,24.23016
62581229,3,1,100.16,0.397,39.76352
62581294,3,1,270.77,0.101,27.34777
62581330,,0,-123.92,0.385,-47.7092
62581333,3,0,161.2,0.199,32.0788
62581344,,0,-47.76,0.281,-13.42056
62581345,3,0,180.16,0.237,42.69792
62581348,35,1,205.68,0.335,68.9028
62581409,,0,-128.64,0.393,-50.55552
62581410,,0,30,0.156,4.68
62581445,,0,-27.04,0.233,-6.30032
62581456,,0,115.12,0.21,24.1752
62581462,35,1,222.8,0.382,85.1096
62581542,,0,245.12,0.203,49.75936
62581546,,0,-65.28,0.351,-22.91328
62581554,,0,-39.68,0.34,-13.4912
62581596,35,1,152.56,0.617,94.12952
62581659,35,1,209.44,0.588,123.15072
62581749,35,1,375.15,0.376,141.0564
62581746,35,1,206.32,0.604,124.61728
62581941,3,0,162.72,0.242,39.37824
62581961,,0,-123.84,0.397,-49.16448
62582058,,0,-24.32,0.199,-4.83968
62582102,,0,118.64,0.205,24.3212
62582098,35,1,245.68,0.254,62.40272
62582198,35,0,190.96,0.393,75.04728
62582266,,0,-92.64,0.301,-27.88464
62582262,75,1,436.27,0.346,150.94942
62582285,35,0,219.44,0.299,65.61256
62582316,,0,-95.2,0.472,-44.9344
62582365,35,1,232.32,0.494,114.76608
62582395,75,1,820,0.101,82.82
62582444,,0,144.56,0.471,68.08776
62582470,,0,-11.12,0.515,-5.7268
62582484,35,1,363.96,0.18,65.5128
62582592,,0,-99.12,0.248,-24.58176
62582594,,0,-7.76,0.407,-3.15832
62582626,3,0,138.08,0.194,26.78752
62582636,35,1,181.36,0.308,55.85888
62582643,35,1,195.28,0.26,50.7728
62582654,35,0,337.5,0.128,43.2
62582664,,0,-48.16,0.383,-18.44528
62582752,,0,3.92,0.191,0.74872
62582767,,0,-5.44,0.405,-2.2032
62582822,,0,-130.96,0.44,-57.6224
62582852,,0,-101.52,0.343,-34.82136
62582878,35,1,306.27,0.282,86.36814
62582970,75,1,505.76,0.439,222.02864
62582999,,0,54,0.279,15.066
62583026,,0,21.76,0.572,12.44672
62583067,,0,-77.12,0.206,-15.88672
62583073,,0,71.12,0.195,13.8684
62583107,35,1,422.47,0.219,92.52093
62583152,,0,-70.32,0.323,-22.71336
62583176,,0,63.2,0.395,24.964
62583294,,0,41.92,0.322,13.49824
62583313,35,1,266.8,0.23,61.364
62583363,3,0,134.96,0.287,38.73352
62583401,,0,-28.08,0.436,-12.24288
62583410,,0,-14.88,0.347,-5.16336
62583413,,0,72.56,0.245,17.7772
62583461,,0,-111.84,0.231,-25.83504
62583463,,0,64.08,0.356,22.81248
62583488,3,0,150.56,0.273,41.10288
62583508,50,1,342.9,0.452,154.9908
62583669,35,1,150.72,0.373,56.21856
62583723,,0,86.4,0.256,22.1184
62583741,35,1,180.56,0.384,69.33504
62583784,,0,-5.76,0.548,-3.15648
62583804,,0,-41.84,0.426,-17.82384
62583853,35,1,339.98,0.152,51.67696
62583909,,0,70.72,0.381,26.94432
62583915,,0,56.64,0.294,16.65216
62583941,35,1,360.08,0.295,106.2236
62583963,,0,-58,0.449,-26.042
62583988,,0,43.28,0.212,9.17536
62584042,,0,-54.56,0.382,-20.84192
62584102,75,1,573.13,0.224,128.38112
62584140,,0,6.32,0.221,1.39672
62584152,35,1,274.61,0.411,112.86471
62584183,,0,-116.24,0.254,-29.52496
62584309,75,1,583.14,0.215,125.3751
62584319,,0,16,0.782,12.512
62584386,3,1,140.96,0.229,32.27984
62584439,75,1,659.46,0.43,283.5678
62584505,35,1,370.81,0.228,84.54468
62584565,,0,240.48,0.234,56.27232
62584561,35,1,316.84,0.383,121.34972
62584659,35,0,402.43,0.23,92.5589
62584679,,0,61.44,0.254,15.60576
62584682,,0,-26.4,0.346,-9.1344
62584695,,0,-89.44,0.328,-29.33632
62584722,,0,-116.8,0.319,-37.2592
62584783,,0,19.92,0.536,10.67712
62584799,,0,-14.72,0.171,-2.51712
62584816,,0,-8.96,0.366,-3.27936
62584896,,0,-66.4,0.315,-20.916
62584919,,0,104.24,0.282,29.39568
62584939,,0,-19.6,0.33,-6.468
62585018,50,1,379.61,0.338,128.30818
62585060,35,1,310.37,0.308,95.59396
62585100,,0,-10.24,0.237,-2.42688
62585109,,0,-74.8,0.37,-27.676
62585142,,0,56.24,0.724,40.71776
62585199,35,1,193.36,0.535,103.4476
62585222,,0,-37.76,0.465,-17.5584
62585229,,0,-114.72,0.342,-39.23424
62585252,,0,55.84,0.199,11.11216
62585305,,0,93.36,0.176,16.43136
62585330,,0,-116.4,0.347,-40.3908
62585389,,0,49.44,0.456,22.54464
62585385,35,1,205.12,0.464,95.17568
62585393,35,1,134.8,0.462,62.2776
62585415,,0,-124.16,0.281,-34.88896
62585445,,0,66.48,0.207,13.76136
62585483,3,0,136.24,0.209,28.47416
62585498,,0,70.48,0.247,17.40856
62585551,,0,39.28,0.534,20.97552
62585548,,0,-89.44,0.429,-38.36976
62585571,,0,66.48,0.395,26.2596
62585574,50,0,432.98,0.244,105.64712
62585578,50,1,464.62,0.248,115.22576
62585585,35,1,268.84,0.208,55.91872
62585619,,0,-8.72,0.574,-5.00528
62585698,,0,-111.44,0.288,-32.09472
62585720,35,1,340.88,0.335,114.1948
62585790,75,1,621.99,0.188,116.93412
62585791,75,1,477.67,0.305,145.68935
62585809,75,1,429.47,0.447,191.97309
62585818,,0,61.84,0.346,21.39664
62585825,,0,-1.12,0.398,-0.44576
62585887,,0,94.72,0.356,33.72032
62585912,,0,-109.76,0.405,-44.4528
62585997,35,1,186.32,0.703,130.98296
62586056,35,1,176.16,0.795,140.0472
62586124,,0,22.32,0.244,5.44608
62586156,,0,99.36,0.199,19.77264
62586215,,0,29.44,0.334,9.83296
62586226,,0,-52.64,0.322,-16.95008
62586233,,0,-131.28,0.381,-50.01768
62586239,,0,-31.04,0.357,-11.08128
62586260,,0,52.24,0.249,13.00776
62586294,,0,-70.24,0.399,-28.02576
62586337,,0,170.64,0.441,75.25224
62586355,75,1,578.11,0.382,220.83802
62586356,35,1,228.56,0.422,96.45232
62586456,,0,99.28,0.31,30.7768
62586448,75,1,658.02,0.273,179.63946
62586514,,0,-26.08,0.172,-4.48576
62586516,,0,-70.8,0.347,-24.5676
62586551,,0,-7.2,0.524,-3.7728
62586595,35,1,180.56,0.347,62.65432
62586619,,0,-123.44,0.418,-51.59792
62586621,35,1,340.13,0.226,76.86938
62586781,,0,2.16,0.378,0.81648
62586803,,0,73.52,0.218,16.02736
62586830,,0,27.36,0.242,6.62112
62586834,,0,-92.08,0.249,-22.92792
62586837,3,0,143.04,0.326,46.63104
62586876,35,1,251.28,0.39,97.9992
62586965,75,1,454.55,0.312,141.8196
62587096,75,1,409.26,0.462,189.07812
62587102,35,1,197.44,0.278,54.88832
62587107,3,0,144.16,0.328,47.28448
62587162,35,1,222.24,0.28,62.2272
62587190,,0,-23.12,0.372,-8.60064
62587191,35,1,187.52,0.348,65.25696
62587291,,0,-18.96,0.381,-7.22376
62587336,,0,-95.36,0.371,-35.37856
62587359,35,1,286.53,0.206,59.02518
62587385,,0,-117.76,0.44,-51.8144
62587409,,0,80.16,0.384,30.78144
62587432,,0,52.72,0.217,11.44024
62587470,,0,-128.64,0.213,-27.40032
62587561,35,1,210.48,0.438,92.19024
62587564,35,1,415.96,0.22,91.5112
62587573,35,1,320.9,0.516,165.5844
62587627,,0,-70.56,0.261,-18.41616
62587630,35,1,234,0.559,130.806
62587658,,0,-20.8,0.263,-5.4704
62587738,,0,-81.92,0.562,-46.03904
62587745,,0,-64.8,0.221,-14.3208
62587748,,0,-38.96,0.296,-11.53216
62587820,35,0,124.72,0.48,59.8656
62587872,,0,-2.16,0.335,-0.7236
62587926,,0,-108.32,0.382,-41.37824
62587946,,0,-2.16,0.227,-0.49032
62587984,,0,107.68,0.253,27.24304
62588077,,0,68.72,0.538,36.97136
62588108,,0,11.04,0.682,7.52928
62588140,,0,-105.84,0.262,-27.73008
62588159,75,1,459.9,0.41,188.559
62588182,,0,35.36,0.098,3.46528
62588223,,0,19.6,0.231,4.5276
62588217,3,1,231.92,0.109,25.27928
62588242,,0,-129.04,0.338,-43.61552
62588262,,0,-75.36,0.29,-21.8544
62588261,35,1,431.02,0.219,94.39338
62588328,,0,36.32,0.352,12.78464
62588353,,0,34.72,0.249,8.64528
62588447,,0,-109.2,0.371,-40.5132
62588459,,0,40.88,0.447,18.27336
62588464,,0,54.08,0.347,18.76576
62588471,75,1,590.57,0.29,171.2653
62588543,75,0,714.37,0.246,175.73502
62588574,35,0,283.76,0.318,90.23568
62588597,,0,-114.72,0.387,-44.39664
62588606,,0,-127.12,0.39,-49.5768
62588613,,0,95.76,0.26,24.8976
62588617,,0,-106,0.268,-28.408
62588620,,0,24,0.413,9.912
62588654,,0,-130.08,0.288,-37.46304
62588664,,0,272.13,0.239,65.03907
62588691,,0,38.24,0.411,15.71664
62588769,,0,-94.72,0.23,-21.7856
62588819,,0,75.04,0.385,28.8904
62588832,,0,-85.2,0.329,-28.0308
62588885,,0,-84.08,0.245,-20.5996
62588890,35,1,208.64,0.437,91.17568
62588896,35,1,152.32,0.428,65.19296
62588925,,0,12.24,0.312,3.81888
62588944,,0,57.2,0.336,19.2192
62588935,35,1,447.25,0.402,179.7945
62588949,,0,98.96,0.29,28.6984
62588973,,0,-76.16,0.459,-34.95744
